,Title,Genre,Duration,Rating,voting
443,Kadhal Dhamaka,fantasy,N/A,N/A,N/A
444,Madeline & Silverfrost,fantasy,N/A,N/A,N/A
445,Blue Caveman,fantasy,N/A,N/A,N/A
446,Kun in the Distant Ocean,fantasy,1h 14m,N/A,N/A
447,The First Raven,fantasy,1h,N/A,N/A
448,Brush of the God,fantasy,1h 14m,6.6, 17
449,Leatherbound,fantasy,N/A,8.0, 7
450,Cantos Escuros,fantasy,1h 30m,8.4, 5
451,Mystic Odyssey,fantasy,2h 24m,N/A,N/A
452,Orisa Aiye,fantasy,N/A,N/A,N/A
453,Kamilota,fantasy,N/A,N/A,N/A
454,Night Falls in Chinatown,fantasy,N/A,N/A,N/A
455,The Moon Asks for Help,fantasy,1h 36m,N/A,N/A
456,Hero Kid,fantasy,1h 30m,N/A,N/A
457,Amphibia: Endgame,fantasy,1h 24m,N/A,N/A
458,War of the Ninja Monsters: Jaron vs Goura,fantasy,55m,4.0, 15
459,The Beads,fantasy,1h 40m,5.4, 41
460,Bicho Monstro,fantasy,1h 15m,7.8, 13
461,"The Girl, the Hunter & the Firefly",fantasy,1h 38m,7.4, 18
462,Bob a Bobek ve filmu: Na stope Mrkvojeda,fantasy,1h 20m,7.0, 49
463,Skazochnyy patrul. Shou prodolzhayetsya,fantasy,1h 5m,7.5, 11
464,Advent,fantasy,1h 59m,6.7, 11
465,The Legend of the Cat Demon,fantasy,1h 25m,4.3, 15
466,Sinoalice: The Very Last Story,fantasy,1h 14m,4.7, 7
467,"Bryson, the Demon Slayer",fantasy,59m,5.1, 14
468,Feed the Story Box,fantasy,N/A,5.7, 9
469,The Scarlet Fry Collection,fantasy,N/A,N/A,N/A
470,Apokrif,fantasy,1h 4m,7.3, 28
471,Pushpaka Vimanam,fantasy,2h 17m,5.6, 17
472,I am Pandora,fantasy,N/A,N/A,N/A
473,Beast of Two Worlds,fantasy,N/A,6.9, 27
474,S.N.S.O.B - Supernatural Squad of Badasses Part 1,fantasy,N/A,N/A,N/A
475,Four Walls,fantasy,N/A,N/A,N/A
476,A Moonless Night,fantasy,N/A,N/A,N/A
477,Bezumnyy angel Pinokkio,fantasy,4h 15m,N/A,N/A
478,"Mom, I'm on Drugs",fantasy,N/A,N/A,N/A
479,Eye Mi,fantasy,N/A,N/A,N/A
480,Xiao zi,fantasy,1h 41m,3.5, 12
481,Young doctor's notes,fantasy,1h 26m,3.1, 8
482,Pemburu Saka,fantasy,1h 29m,N/A,N/A
483,Ghouroub,fantasy,1h 5m,N/A,N/A
484,Shushan Devil,fantasy,1h 26m,N/A,N/A
485,Krapiva: Tsvetok smerti,fantasy,1h 21m,6.1, 60
486,I Am Moon,fantasy,2h 7m,8.2, 10
487,Oda: Vlucht door de Eeuwen,fantasy,1h 42m,7.3, 7
488,Couples to Hell,fantasy,1h 34m,5.4, 10
489,Everlasting Spirits,fantasy,N/A,N/A,N/A
490,Smelling the Dirt and the Coming Rain,fantasy,2h 1m,N/A,N/A
491,Doors. Hotel Mystery,fantasy,13+,N/A,N/A
492,Pita's adventures,fantasy,1h 2m,N/A,N/A
493,At the Back of the North Wind,fantasy,1h 3m,N/A,N/A
494,Hua pi: Qing mie,fantasy,1h 20m,6.9, 55
495,Cageling,fantasy,1h 9m,6.8, 9
496,Kan dao ling hun de na zhi yan shi gong,fantasy,2h 4m,3.2, 12
497,Sihirli Ormana Yolculuk,fantasy,1h 20m,N/A,N/A
498,He's Not Pretty,fantasy,1h 4m,N/A,N/A
499,7 Virgins,fantasy,N/A,N/A,N/A
500,The Lord of the Guitars,fantasy,1h 2m,N/A,N/A
501,And Through the Portal We Go,fantasy,1h 23m,7.2, 15
502,Diego of the Dead 2,fantasy,1h,N/A,N/A
503,Reefer Monster Madness,fantasy,N/A,N/A,N/A
504,PJ,fantasy,1h 48m,N/A,N/A
505,Lost & Found,fantasy,N/A,N/A,N/A
506,The Guardians: The Chosen Ones,fantasy,N/A,N/A,N/A
507,Tobia e i colori del mondo,fantasy,N/A,8.3, 42
508,Lucid Love,fantasy,1h 11m,8.6, 31
509,Journey,fantasy,1h 10m,N/A,N/A
510,Lang Shao Nv,fantasy,1h 12m,N/A,N/A
511,Paralokam,fantasy,1h 41m,N/A,N/A
512,Genjitsu no Yohane -Sunshine in the Mirror- Movie,fantasy,1h 29m,N/A,N/A
513,The Wager,fantasy,1h 23m,N/A,N/A
514,Broken Glass,fantasy,Not Rated,N/A,N/A
515,Platser som var animé för mig,fantasy,1h 40m,N/A,N/A
516,The Zodian Gemini,fantasy,N/A,N/A,N/A
517,The Cardenio Project (Una historia de Quijote),fantasy,N/A,N/A,N/A
518,Lerainzer and Fail,fantasy,2h 4m,N/A,N/A
519,Astronaut Dreams,fantasy,N/A,N/A,N/A
520,Dante's Divine Comedy,fantasy,N/A,N/A,N/A
521,Aquila,fantasy,N/A,N/A,N/A
522,Incident at Panther Hills: Bigfoot's Return,fantasy,58m,N/A,N/A
523,The Wizard Prince,fantasy,59m,N/A,N/A
524,The Lost Elf on Christmas,fantasy,N/A,7.4, 17
525,The Way We Dream,fantasy,1h 3m,N/A,N/A
526,Strangers,fantasy,N/A,N/A,N/A
527,Huang Pi: God of Money,fantasy,1h 22m,N/A,N/A
528,Línguas de Fogo,fantasy,1h 9m,N/A,N/A
529,11.11.18 Soldat Inconnu,fantasy,1h 18m,N/A,N/A
530,Yemi Alado,fantasy,N/A,N/A,N/A
531,Dave Gentic & Headgun,fantasy,57m,N/A,N/A
532,Rabe Sigi: Der treue Begleiter von König Kayada,fantasy,N/A,N/A,N/A
533,Morrison Lives!,fantasy,47m,N/A,N/A
534,All the Way to the Endless,fantasy,1h 30m,N/A,N/A
535,Orang-U 1: Dreams Into Nightmares,fantasy,1h 10m,N/A,N/A
536,Pay Back,fantasy,1h,N/A,N/A
537,Legend of the Dead,fantasy,1h 14m,N/A,N/A
538,Cabale,fantasy,N/A,N/A,N/A
539,Criaturas Sorridentes,fantasy,N/A,N/A,N/A
540,Hero Camp!,fantasy,1h 16m,N/A,N/A
541,Die Legende des Robinblutschlosses,fantasy,N/A,N/A,N/A
542,Gangsta,fantasy,1h 4m,N/A,N/A
543,Jack Hardy's Guide to Blackjack,fantasy,1h 30m,N/A,N/A
544,Yao guai sen lin,fantasy,1h 26m,5.7, 10
545,Beads of Fortune,fantasy,N/A,N/A,N/A
546,Na Ratunek Ksiezniczce!,fantasy,1h 2m,N/A,N/A
547,Kalaxyja & Ihr Baxy,fantasy,N/A,N/A,N/A
548,Ein Einblick in die Welt von Rado,fantasy,N/A,N/A,N/A
549,Adventure of a Good Lover,fantasy,N/A,N/A,N/A
550,Abaixo das Árvores,fantasy,1h 10m,N/A,N/A
551,Tian chao guo ku zhi mi,fantasy,N/A,N/A,N/A
552,Ba Jie,fantasy,N/A,N/A,N/A
553,Train Travel Tokyo,fantasy,N/A,N/A,N/A
554,Koduwa the Nightbird,fantasy,1h 51m,N/A,N/A
555,The Veyshal Movie,fantasy,2h,N/A,N/A
556,Incitatus,fantasy,N/A,N/A,N/A
557,Entre Paris et Leuven,fantasy,1h 47m,N/A,N/A
558,Das Winter- Laternenfest von Kayada und Kalaxyja,fantasy,N/A,N/A,N/A
559,Lo chiamavano Marcus,fantasy,N/A,N/A,N/A
560,Okadigbo,fantasy,N/A,N/A,N/A
561,Fuxyjas Warten,fantasy,N/A,N/A,N/A
562,"Invitation, Uninvited",fantasy,N/A,N/A,N/A
563,Stiller Schrei in der klaren Nacht,fantasy,N/A,N/A,N/A
564,The Wicklow's Witches,fantasy,45m,N/A,N/A
565,Kompost City,fantasy,N/A,N/A,N/A
566,Das Kind der Dunkelheit,fantasy,N/A,N/A,N/A
567,Treasure Awaits,fantasy,N/A,N/A,N/A
568,This Is It,fantasy,N/A,N/A,N/A
569,2 Lives,fantasy,N/A,N/A,N/A
570,Reneja Kirifukai - Der Anfang von allem,fantasy,N/A,N/A,N/A
571,Dragen og de 5 elementer,fantasy,4h 20m,N/A,N/A
572,Kasdar und Scren: Eine Liebe ohne Worte,fantasy,N/A,N/A,N/A
573,Inferno,fantasy,1h 45m,N/A,N/A
574,Amazing Data,fantasy,N/A,N/A,N/A
575,"...Mayombe, Paula?",fantasy,N/A,N/A,N/A
576,Angel's dance,fantasy,N/A,N/A,N/A
577,Suseteer: The Movie,fantasy,1h 40m,N/A,N/A
578,Steve's World,fantasy,55m,N/A,N/A
579,American Addictions,fantasy,N/A,N/A,N/A
580,In Another Time,fantasy,N/A,N/A,N/A
581,Coven of Dixon Cliff,fantasy,N/A,N/A,N/A
582,Trident : The Beginning,fantasy,1h 5m,N/A,N/A
583,Exsulum,fantasy,58m,N/A,N/A
584,The Shadow and the Blade,fantasy,56m,N/A,N/A
585,Qi Sheng Fu Mo,fantasy,N/A,N/A,N/A
586,Myth of the Gods,fantasy,N/A,N/A,N/A
587,Run Kukua Run,fantasy,N/A,N/A,N/A
588,A Grey Night,fantasy,56m,N/A,N/A
589,Pepperonia,fantasy,1h 6m,N/A,N/A
590,FeuerSonne in Yanazaka,fantasy,N/A,N/A,N/A
591,Mastermind Chapter 1,fantasy,N/A,N/A,N/A
592,Katu Pootha Malay,fantasy,1h 12m,N/A,N/A
593,Die Stimme des Herzens,fantasy,N/A,N/A,N/A
594,BlackFire (Schattenpferd),fantasy,N/A,N/A,N/A
595,Mermaid: De retour des abysses,fantasy,N/A,N/A,N/A
596,Die Faiarozu Schwestern: Kalaxyja und Fux,fantasy,N/A,N/A,N/A
597,The Beast and the Crown (Redux Mk3),fantasy,53m,N/A,N/A
